title,description,published date,url,source
What Trump Doesn't Get About the Chinese Economy - POLITICO,What Trump Doesn't Get About the Chinese Economy  POLITICO,"Wed, 21 Aug 2019 07:00:00 GMT",https://news.google.com/rss/articles/CBMiTWh0dHBzOi8vd3d3LnBvbGl0aWNvLmNvbS9tYWdhemluZS9zdG9yeS8yMDE5LzA4LzIxL3RydW1wLWNoaW5hLWVjb25vbXktMjI3NjMz0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,POLITICO
Trump's Push to Bring Back Jobs to U.S. Shows Limited Results (Published 2019) - The New York Times,Trump's Push to Bring Back Jobs to U.S. Shows Limited Results (Published 2019)  The New York Times,"Tue, 13 Aug 2019 07:00:00 GMT",https://news.google.com/rss/articles/CBMiUmh0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMTkvMDgvMTMvYnVzaW5lc3MvZWNvbm9teS9kb25hbGQtdHJ1bXAtam9icy1jcmVhdGVkLmh0bWzSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,The New York Times
Cramer on Trump’s economy and CEOs - MSNBC,Cramer on Trump’s economy and CEOs  MSNBC,"Sat, 11 May 2019 07:00:00 GMT",https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vd3d3Lm1zbmJjLmNvbS9zYXR1cmRheS1uaWdodC1wb2xpdGljcy93YXRjaC9jcmFtZXItb24tdHJ1bXAtcy1lY29ub215LWFuZC1jZW9zLTU5NDYxMTg5NjU50gE1aHR0cHM6Ly93d3cubXNuYmMuY29tL21zbmJjL2FtcC12aWRlby9tbXZvNTk0NjExODk2NTk?oc=5&hl=en-US&gl=US&ceid=US:en,MSNBC
Trump's maximum pressure campaign hammers Iranian economy - Axios,Trump's maximum pressure campaign hammers Iranian economy  Axios,"Sun, 14 Apr 2019 07:00:00 GMT",https://news.google.com/rss/articles/CBMiQ2h0dHBzOi8vd3d3LmF4aW9zLmNvbS8yMDE5LzA0LzE0L2lyYW4tZWNvbm9teS10cnVtcC1zYW5jdGlvbnMtaXJnY2PSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,Axios
"After 2 Years, Trump Tax Cuts Have Failed To Deliver On GOP's Promises - NPR","After 2 Years, Trump Tax Cuts Have Failed To Deliver On GOP's Promises  NPR","Fri, 20 Dec 2019 08:00:00 GMT",https://news.google.com/rss/articles/CBMibWh0dHBzOi8vd3d3Lm5wci5vcmcvMjAxOS8xMi8yMC83ODk1NDA5MzEvMi15ZWFycy1sYXRlci10cnVtcC10YXgtY3V0cy1oYXZlLWZhaWxlZC10by1kZWxpdmVyLW9uLWdvcHMtcHJvbWlzZXPSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,NPR
Analysis | 'I love bad markets': Trump often sees the bright side of economic crashes - The Washington Post,Analysis | 'I love bad markets': Trump often sees the bright side of economic crashes  The Washington Post,"Tue, 03 Sep 2019 07:00:00 GMT",https://news.google.com/rss/articles/CBMingFodHRwczovL3d3dy53YXNoaW5ndG9ucG9zdC5jb20vcG9saXRpY3MvMjAxOS8wOS8wMy95b3VsbC1oYXZlLXJpb3RzLWdvLWJhY2std2hlcmUtd2UtdXNlZC1iZS13aGVuLXdlLXdlcmUtZ3JlYXQtdHJ1bXAtb2Z0ZW4tc2Vlcy1icmlnaHQtc2lkZS1lY29ub21pYy1jcmFzaGVzL9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,The Washington Post
"Has W.Va. economy boomed since Trump, Justice took office? - PolitiFact","Has W.Va. economy boomed since Trump, Justice took office?  PolitiFact","Thu, 03 Oct 2019 07:00:00 GMT",https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vd3d3LnBvbGl0aWZhY3QuY29tL2FydGljbGUvMjAxOS9vY3QvMDMvaGFzLXdlc3QtdmlyZ2luaWFzLWVjb25vbXktYm9vbWVkLXRydW1wLWp1c3RpY2UtdG8v0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,PolitiFact
Half-million fewer jobs: Revisions hit Trump economy - NBC News,Half-million fewer jobs: Revisions hit Trump economy  NBC News,"Sun, 25 Aug 2019 07:00:00 GMT",https://news.google.com/rss/articles/CBMibGh0dHBzOi8vd3d3Lm5iY25ld3MuY29tL3BvbGl0aWNzL21lZXQtdGhlLXByZXNzL2hhbGYtbWlsbGlvbi1mZXdlci1qb2JzLXJldmlzaW9ucy1oaXQtdHJ1bXAtZWNvbm9teS1uMTA0NjE1NtIBLGh0dHBzOi8vd3d3Lm5iY25ld3MuY29tL25ld3MvYW1wL25jbmExMDQ2MTU2?oc=5&hl=en-US&gl=US&ceid=US:en,NBC News
Choppy economic waters complicate 2020 picture for Trump - NBC News,Choppy economic waters complicate 2020 picture for Trump  NBC News,"Thu, 15 Aug 2019 07:00:00 GMT",https://news.google.com/rss/articles/CBMibWh0dHBzOi8vd3d3Lm5iY25ld3MuY29tL3BvbGl0aWNzL21lZXQtdGhlLXByZXNzL2Nob3BweS1lY29ub21pYy13YXRlcnMtY29tcGxpY2F0ZS0yMDIwLXBpY3R1cmUtdHJ1bXAtbjEwNDI2MzbSASxodHRwczovL3d3dy5uYmNuZXdzLmNvbS9uZXdzL2FtcC9uY25hMTA0MjYzNg?oc=5&hl=en-US&gl=US&ceid=US:en,NBC News
Turkey-Syria border: Trump threatens to 'obliterate' Turkish economy - BBC.com,Turkey-Syria border: Trump threatens to 'obliterate' Turkish economy  BBC.com,"Tue, 08 Oct 2019 07:00:00 GMT",https://news.google.com/rss/articles/CBMiM2h0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy93b3JsZC1taWRkbGUtZWFzdC00OTk2NjIxNtIBN2h0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy93b3JsZC1taWRkbGUtZWFzdC00OTk2NjIxNi5hbXA?oc=5&hl=en-US&gl=US&ceid=US:en,BBC.com
Trump's Numbers October 2019 Update - FactCheck.org,Trump's Numbers October 2019 Update  FactCheck.org,"Fri, 11 Oct 2019 07:00:00 GMT",https://news.google.com/rss/articles/CBMiRWh0dHBzOi8vd3d3LmZhY3RjaGVjay5vcmcvMjAxOS8xMC90cnVtcHMtbnVtYmVycy1vY3RvYmVyLTIwMTktdXBkYXRlL9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,FactCheck.org
New poll has bad news for Trump. Voters think the economy is getting worse - CBS News,New poll has bad news for Trump. Voters think the economy is getting worse  CBS News,"Wed, 28 Aug 2019 07:00:00 GMT",https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vd3d3LmNic25ld3MuY29tL25ld3MvbmV3LXBvbGwtaGFzLWJhZC1uZXdzLWZvci10cnVtcC12b3RlcnMtdGhpbmstdGhlLWVjb25vbXktaXMtZ2V0dGluZy13b3JzZS_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,CBS News
"2019 CBS News polls: What Americans thought about Trump, the economy, the 2020 race and more - CBS News","2019 CBS News polls: What Americans thought about Trump, the economy, the 2020 race and more  CBS News","Tue, 31 Dec 2019 08:00:00 GMT",https://news.google.com/rss/articles/CBMieWh0dHBzOi8vd3d3LmNic25ld3MuY29tL25ld3MvMjAxOS1jYnMtbmV3cy1wb2xsaW5nLXdoYXQtYW1lcmljYW5zLXRob3VnaHQtYWJvdXQtdHJ1bXAtdGhlLWVjb25vbXktdGhlLTIwMjAtcmFjZS1hbmQtbW9yZS_SAX1odHRwczovL3d3dy5jYnNuZXdzLmNvbS9hbXAvbmV3cy8yMDE5LWNicy1uZXdzLXBvbGxpbmctd2hhdC1hbWVyaWNhbnMtdGhvdWdodC1hYm91dC10cnVtcC10aGUtZWNvbm9teS10aGUtMjAyMC1yYWNlLWFuZC1tb3JlLw?oc=5&hl=en-US&gl=US&ceid=US:en,CBS News
Trump accuses news media of trying to crash the economy - POLITICO,Trump accuses news media of trying to crash the economy  POLITICO,"Thu, 15 Aug 2019 07:00:00 GMT",https://news.google.com/rss/articles/CBMiXGh0dHBzOi8vd3d3LnBvbGl0aWNvLmNvbS9zdG9yeS8yMDE5LzA4LzE1L3RydW1wLWVjb25vbXktcmVjZXNzaW9uLXN0b2NrLW1hcmtldC1tZWRpYS0xNDY0NTc30gEA?oc=5&hl=en-US&gl=US&ceid=US:en,POLITICO
Fact check of Trump's claims about China - The Washington Post - The Washington Post,Fact check of Trump's claims about China - The Washington Post  The Washington Post,"Wed, 11 Sep 2019 07:00:00 GMT",https://news.google.com/rss/articles/CBMiZGh0dHBzOi8vd3d3Lndhc2hpbmd0b25wb3N0LmNvbS9wb2xpdGljcy8yMDE5LzA5LzExL2ZhY3QtY2hlY2tpbmctdHJ1bXBzLWNsYWltcy1hYm91dC1jaGluYXMtZWNvbm9teS_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,The Washington Post
‘You have to vote for me.’ Trump says U.S. economy depends on his reelection - PBS NewsHour,‘You have to vote for me.’ Trump says U.S. economy depends on his reelection  PBS NewsHour,"Fri, 16 Aug 2019 07:00:00 GMT",https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3LnBicy5vcmcvbmV3c2hvdXIvcG9saXRpY3MveW91LWhhdmUtdG8tdm90ZS1mb3ItbWUtdHJ1bXAtc2F5cy11LXMtZWNvbm9teS1kZXBlbmRzLW9uLWhpcy1yZWVsZWN0aW9u0gFyaHR0cHM6Ly93d3cucGJzLm9yZy9uZXdzaG91ci9hbXAvcG9saXRpY3MveW91LWhhdmUtdG8tdm90ZS1mb3ItbWUtdHJ1bXAtc2F5cy11LXMtZWNvbm9teS1kZXBlbmRzLW9uLWhpcy1yZWVsZWN0aW9u?oc=5&hl=en-US&gl=US&ceid=US:en,PBS NewsHour
"Trump remade Republican economic policy, lifting the stock market and planning for 2020 campaign - The Washington Post","Trump remade Republican economic policy, lifting the stock market and planning for 2020 campaign  The Washington Post","Fri, 27 Dec 2019 08:00:00 GMT",https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3Lndhc2hpbmd0b25wb3N0LmNvbS9idXNpbmVzcy8yMDE5LzEyLzI3L3RydW1wcy1xdWVzdC1zaGF0dGVyLWdvcC1lY29ub21pY3MtcmVhY2hlZC1pdHMtY3VsbWluYXRpb24v0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,The Washington Post
The Fed Shouldn't Enable Donald Trump - Bloomberg,The Fed Shouldn't Enable Donald Trump  Bloomberg,"Tue, 27 Aug 2019 07:00:00 GMT",https://news.google.com/rss/articles/CBMiWGh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vdmlldy9hcnRpY2xlcy8yMDE5LTA4LTI3L3RoZS1mZWQtc2hvdWxkbi10LWVuYWJsZS1kb25hbGQtdHJ1bXDSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,Bloomberg
Here are the reasons for Trump's economic war with China - The Guardian US,Here are the reasons for Trump's economic war with China  The Guardian US,"Sat, 24 Aug 2019 07:00:00 GMT",https://news.google.com/rss/articles/CBMiVGh0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS91cy1uZXdzLzIwMTkvYXVnLzIzL3RydW1wLWNoaW5hLWVjb25vbWljLXdhci13aHktcmVhc29uc9IBVGh0dHBzOi8vYW1wLnRoZWd1YXJkaWFuLmNvbS91cy1uZXdzLzIwMTkvYXVnLzIzL3RydW1wLWNoaW5hLWVjb25vbWljLXdhci13aHktcmVhc29ucw?oc=5&hl=en-US&gl=US&ceid=US:en,The Guardian US
How the Trump Administration's Venezuela Policy Just Doesn't Add Up - Wilson Center,How the Trump Administration's Venezuela Policy Just Doesn't Add Up  Wilson Center,"Wed, 21 Aug 2019 07:00:00 GMT",https://news.google.com/rss/articles/CBMiY2h0dHBzOi8vd3d3LndpbHNvbmNlbnRlci5vcmcvYXJ0aWNsZS9ob3ctdGhlLXRydW1wLWFkbWluaXN0cmF0aW9ucy12ZW5lenVlbGEtcG9saWN5LWp1c3QtZG9lc250LWFkZNIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,Wilson Center
The Economy Makes Trump Vulnerable in 2020 Presidential Election - U.S. News & World Report,The Economy Makes Trump Vulnerable in 2020 Presidential Election  U.S. News & World Report,"Mon, 16 Sep 2019 07:00:00 GMT",https://news.google.com/rss/articles/CBMiemh0dHBzOi8vd3d3LnVzbmV3cy5jb20vbmV3cy9lbGVjdGlvbnMvYXJ0aWNsZXMvMjAxOS0wOS0xNi90aGUtZWNvbm9teS1tYWtlcy10cnVtcC12dWxuZXJhYmxlLWluLTIwMjAtcHJlc2lkZW50aWFsLWVsZWN0aW9u0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,U.S. News & World Report
The biggest myth of the Trump economy - Yahoo Finance,The biggest myth of the Trump economy  Yahoo Finance,"Tue, 12 Nov 2019 08:00:00 GMT",https://news.google.com/rss/articles/CBMiU2h0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy90aGUtYmlnZ2VzdC1teXRoLW9mLXRoZS10cnVtcC1lY29ub215LTIxNTgyMTk0OS5odG1s0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,Yahoo Finance
"Trump has better feel for economy than Fed, no recession in sight: Former Trump adviser - Fox Business","Trump has better feel for economy than Fed, no recession in sight: Former Trump adviser  Fox Business","Mon, 12 Aug 2019 07:00:00 GMT",https://news.google.com/rss/articles/CBMieWh0dHBzOi8vd3d3LmZveGJ1c2luZXNzLmNvbS9lY29ub215L3RydW1wLWhhcy1iZXR0ZXItZmVlbC1mb3ItZWNvbm9teS10aGFuLWZlZC1uby1yZWNlc3Npb24taW4tc2lnaHQtZm9ybWVyLXRydW1wLWFkdmlzZXLSAX1odHRwczovL3d3dy5mb3hidXNpbmVzcy5jb20vZWNvbm9teS90cnVtcC1oYXMtYmV0dGVyLWZlZWwtZm9yLWVjb25vbXktdGhhbi1mZWQtbm8tcmVjZXNzaW9uLWluLXNpZ2h0LWZvcm1lci10cnVtcC1hZHZpc2VyLmFtcA?oc=5&hl=en-US&gl=US&ceid=US:en,Fox Business
Trump’s Economy Is Historically Good for Minorities - Bloomberg,Trump’s Economy Is Historically Good for Minorities  Bloomberg,"Wed, 06 Nov 2019 08:00:00 GMT",https://news.google.com/rss/articles/CBMiaWh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vb3Bpbmlvbi9hcnRpY2xlcy8yMDE5LTExLTA2L3RydW1wLXMtZWNvbm9teS1pcy1oaXN0b3JpY2FsbHktZ29vZC1mb3ItbWlub3JpdGllc9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,Bloomberg
The economy becomes Donald Trump's shield against impeachment - Axios,The economy becomes Donald Trump's shield against impeachment  Axios,"Sat, 05 Oct 2019 07:00:00 GMT",https://news.google.com/rss/articles/CBMiVWh0dHBzOi8vd3d3LmF4aW9zLmNvbS8yMDE5LzEwLzA1L3RydW1wLWltcGVhY2htZW50LWVjb25vbXktMjAyMC1wcmVzaWRlbnRpYWwtZWxlY3Rpb27SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,Axios
AP FACT CHECK: Trump myths on economy; Dems' selective facts - The Associated Press,AP FACT CHECK: Trump myths on economy; Dems' selective facts  The Associated Press,"Sun, 15 Sep 2019 07:00:00 GMT",https://news.google.com/rss/articles/CBMiO2h0dHBzOi8vYXBuZXdzLmNvbS9hcnRpY2xlLzZmOWQ3ODE3YTkxNDRjNDdhMmQ2Mjg5MjAyOTVjYThi0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,The Associated Press
Trump vs. Automakers and Their Bizarre Fuel-Economy Fight - Car and Driver,Trump vs. Automakers and Their Bizarre Fuel-Economy Fight  Car and Driver,"Thu, 22 Aug 2019 07:00:00 GMT",https://news.google.com/rss/articles/CBMiTWh0dHBzOi8vd3d3LmNhcmFuZGRyaXZlci5jb20vbmV3cy9hMjg3ODc3MTkvdHJ1bXAtdnMtYXV0b21ha2Vycy1mdWVsLWVjb25vbXkv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,Car and Driver
Trump's Effort to Cut SNAP by Fiat Would Kill 178000 Jobs Over the Next Decade - Center For American Progress,Trump's Effort to Cut SNAP by Fiat Would Kill 178000 Jobs Over the Next Decade  Center For American Progress,"Thu, 14 Mar 2019 07:00:00 GMT",https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vd3d3LmFtZXJpY2FucHJvZ3Jlc3Mub3JnL2FydGljbGUvdHJ1bXBzLWVmZm9ydC1jdXQtc25hcC1maWF0LWtpbGwtMTc4MDAwLWpvYnMtbmV4dC1kZWNhZGUv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,Center For American Progress
Trump's tax cut isn't giving the US economy the boost it needs - CNBC,Trump's tax cut isn't giving the US economy the boost it needs  CNBC,"Fri, 16 Aug 2019 07:00:00 GMT",https://news.google.com/rss/articles/CBMiYWh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMTkvMDgvMTYvdHJ1bXBzLXRheC1jdXQtaXNudC1naXZpbmctdGhlLXVzLWVjb25vbXktdGhlLWJvb3N0LWl0LW5lZWRzLmh0bWzSAWVodHRwczovL3d3dy5jbmJjLmNvbS9hbXAvMjAxOS8wOC8xNi90cnVtcHMtdGF4LWN1dC1pc250LWdpdmluZy10aGUtdXMtZWNvbm9teS10aGUtYm9vc3QtaXQtbmVlZHMuaHRtbA?oc=5&hl=en-US&gl=US&ceid=US:en,CNBC
Trump's Economy Is Decelerating - Forbes,Trump's Economy Is Decelerating  Forbes,"Tue, 06 Aug 2019 07:00:00 GMT",https://news.google.com/rss/articles/CBMiUmh0dHBzOi8vd3d3LmZvcmJlcy5jb20vc2l0ZXMvY2h1Y2tqb25lcy8yMDE5LzA4LzA2L3RydW1wcy1lY29ub215LWlzLWRlY2VsZXJhdGluZy_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,Forbes
"Analysis | Trump is clearly scared about the economy, and he's setting up Jerome Powell as his fall guy - The Washington Post","Analysis | Trump is clearly scared about the economy, and he's setting up Jerome Powell as his fall guy  The Washington Post","Wed, 14 Aug 2019 07:00:00 GMT",https://news.google.com/rss/articles/CBMigwFodHRwczovL3d3dy53YXNoaW5ndG9ucG9zdC5jb20vcG9saXRpY3MvMjAxOS8wOC8xNC90cnVtcC1pcy1jbGVhcmx5LXNjYXJlZC1hYm91dC1lY29ub215LWhlcy1zZXR0aW5nLXVwLWplcm9tZS1wb3dlbGwtaGlzLWZhbGwtZ3V5L9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,The Washington Post
"Trump attacks Fed Chair Powell's 'horrendous lack of vision,' calls for huge rate cut - NBC News","Trump attacks Fed Chair Powell's 'horrendous lack of vision,' calls for huge rate cut  NBC News","Mon, 19 Aug 2019 07:00:00 GMT",https://news.google.com/rss/articles/CBMib2h0dHBzOi8vd3d3Lm5iY25ld3MuY29tL2J1c2luZXNzL2Vjb25vbXkvdHJ1bXAtYXR0YWNrcy1mZWQtY2hhaXItcG93ZWxsLXMtaG9ycmVuZG91cy1sYWNrLXZpc2lvbi1jYWxscy1uMTA0MzkzMdIBLGh0dHBzOi8vd3d3Lm5iY25ld3MuY29tL25ld3MvYW1wL25jbmExMDQzOTMx?oc=5&hl=en-US&gl=US&ceid=US:en,NBC News
"Opinion | Trump Could Get Help on the Economy, but He's Choosing Not To (Published 2019) - The New York Times","Opinion | Trump Could Get Help on the Economy, but He's Choosing Not To (Published 2019)  The New York Times","Tue, 20 Aug 2019 07:00:00 GMT",https://news.google.com/rss/articles/CBMiPWh0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMTkvMDgvMjAvb3Bpbmlvbi90cnVtcC1lY29ub215Lmh0bWzSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,The New York Times
Trump says it's the best economy ever. The stock market and unemployment prove him wrong. - NBC News,Trump says it's the best economy ever. The stock market and unemployment prove him wrong.  NBC News,"Thu, 15 Aug 2019 07:00:00 GMT",https://news.google.com/rss/articles/CBMibWh0dHBzOi8vd3d3Lm5iY25ld3MuY29tL3RoaW5rL29waW5pb24vdHJ1bXAtc2F5cy1pdC1zLWJlc3QtZWNvbm9teS1ldmVyLXN0b2NrLW1hcmtldC11bmVtcGxveW1lbnQtbmNuYTEwNDI4NTHSAS1odHRwczovL3d3dy5uYmNuZXdzLmNvbS90aGluay9hbXAvbmNuYTEwNDI4NTE?oc=5&hl=en-US&gl=US&ceid=US:en,NBC News
The Trump Tariffs Will Soon Eliminate Economic Gains From Deregulation - Forbes,The Trump Tariffs Will Soon Eliminate Economic Gains From Deregulation  Forbes,"Wed, 04 Sep 2019 07:00:00 GMT",https://news.google.com/rss/articles/CBMifmh0dHBzOi8vd3d3LmZvcmJlcy5jb20vc2l0ZXMvc3R1YXJ0YW5kZXJzb24vMjAxOS8wOS8wNC90aGUtdHJ1bXAtdGFyaWZmcy13aWxsLXNvb24tZWxpbWluYXRlLWVjb25vbWljLWdhaW5zLWZyb20tZGVyZWd1bGF0aW9uL9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,Forbes
Trump claims Ivanka created 14m jobs. The entire economy only added 6m - The Guardian US,Trump claims Ivanka created 14m jobs. The entire economy only added 6m  The Guardian US,"Wed, 13 Nov 2019 08:00:00 GMT",https://news.google.com/rss/articles/CBMidWh0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS91cy1uZXdzLzIwMTkvbm92LzEzL3RydW1wLWNsYWltcy1pdmFua2EtY3JlYXRlZC0xNG0tam9icy10aGUtZW50aXJlLWVjb25vbXktb25seS1hZGRlZC02bdIBdWh0dHBzOi8vYW1wLnRoZWd1YXJkaWFuLmNvbS91cy1uZXdzLzIwMTkvbm92LzEzL3RydW1wLWNsYWltcy1pdmFua2EtY3JlYXRlZC0xNG0tam9icy10aGUtZW50aXJlLWVjb25vbXktb25seS1hZGRlZC02bQ?oc=5&hl=en-US&gl=US&ceid=US:en,The Guardian US
No Wonder the Economy Has Trump Spooked - The New Yorker,No Wonder the Economy Has Trump Spooked  The New Yorker,"Fri, 16 Aug 2019 07:00:00 GMT",https://news.google.com/rss/articles/CBMiVWh0dHBzOi8vd3d3Lm5ld3lvcmtlci5jb20vbmV3cy9vdXItY29sdW1uaXN0cy9uby13b25kZXItdGhlLWVjb25vbXktaGFzLXRydW1wLXNwb29rZWTSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,The New Yorker
"Opinion | Move over, Illuminati. The conspiracy against Trump's economy is massive. - The Washington Post","Opinion | Move over, Illuminati. The conspiracy against Trump's economy is massive.  The Washington Post","Mon, 19 Aug 2019 07:00:00 GMT",https://news.google.com/rss/articles/CBMiqAFodHRwczovL3d3dy53YXNoaW5ndG9ucG9zdC5jb20vb3BpbmlvbnMvbW92ZS1vdmVyLWlsbHVtaW5hdGktdGhlLWNvbnNwaXJhY3ktYWdhaW5zdC10cnVtcHMtZWNvbm9teS1pcy1tYXNzaXZlLzIwMTkvMDgvMTkvNWUzYmQwNWEtYzJiYS0xMWU5LTk5ODYtMWZiM2U0Mzk3YmU0X3N0b3J5Lmh0bWzSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,The Washington Post
Former White House chief economist: The case for the Trump economy - CNN,Former White House chief economist: The case for the Trump economy  CNN,"Tue, 27 Aug 2019 07:00:00 GMT",https://news.google.com/rss/articles/CBMiUmh0dHBzOi8vd3d3LmNubi5jb20vMjAxOS8wOC8yNi9wZXJzcGVjdGl2ZXMva2V2aW4taGFzc2V0dC10cnVtcC1lY29ub215L2luZGV4Lmh0bWzSAUtodHRwczovL2FtcC5jbm4uY29tL2Nubi8yMDE5LzA4LzI2L3BlcnNwZWN0aXZlcy9rZXZpbi1oYXNzZXR0LXRydW1wLWVjb25vbXk?oc=5&hl=en-US&gl=US&ceid=US:en,CNN
Automakers side with Trump in legal fight with California - PBS NewsHour,Automakers side with Trump in legal fight with California  PBS NewsHour,"Tue, 29 Oct 2019 07:00:00 GMT",https://news.google.com/rss/articles/CBMiXWh0dHBzOi8vd3d3LnBicy5vcmcvbmV3c2hvdXIvbmF0aW9uL2F1dG9tYWtlcnMtc2lkZS13aXRoLXRydW1wLWluLWxlZ2FsLWZpZ2h0LXdpdGgtY2FsaWZvcm5pYdIBYWh0dHBzOi8vd3d3LnBicy5vcmcvbmV3c2hvdXIvYW1wL25hdGlvbi9hdXRvbWFrZXJzLXNpZGUtd2l0aC10cnVtcC1pbi1sZWdhbC1maWdodC13aXRoLWNhbGlmb3JuaWE?oc=5&hl=en-US&gl=US&ceid=US:en,PBS NewsHour
Trump dismisses fears of looming recession - PBS NewsHour,Trump dismisses fears of looming recession  PBS NewsHour,"Sun, 18 Aug 2019 07:00:00 GMT",https://news.google.com/rss/articles/CBMiYGh0dHBzOi8vd3d3LnBicy5vcmcvbmV3c2hvdXIvZWNvbm9teS90cnVtcC1lY29ub21pYy1hZHZpc2VyLWRpc21pc3Nlcy1mZWFycy1vZi1sb29taW5nLXJlY2Vzc2lvbtIBZGh0dHBzOi8vd3d3LnBicy5vcmcvbmV3c2hvdXIvYW1wL2Vjb25vbXkvdHJ1bXAtZWNvbm9taWMtYWR2aXNlci1kaXNtaXNzZXMtZmVhcnMtb2YtbG9vbWluZy1yZWNlc3Npb24?oc=5&hl=en-US&gl=US&ceid=US:en,PBS NewsHour
Trump Reaches 'Phase 1' Deal With China and Delays Planned Tariffs (Published 2019) - The New York Times,Trump Reaches 'Phase 1' Deal With China and Delays Planned Tariffs (Published 2019)  The New York Times,"Fri, 13 Dec 2019 08:00:00 GMT",https://news.google.com/rss/articles/CBMiTGh0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMTkvMTAvMTEvYnVzaW5lc3MvZWNvbm9teS91cy1jaGluYS10cmFkZS1kZWFsLmh0bWzSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,The New York Times
Trump defends economy in pitch to New Hampshire voters: 'You have no choice but to vote for me' - ABC News,Trump defends economy in pitch to New Hampshire voters: 'You have no choice but to vote for me'  ABC News,"Thu, 15 Aug 2019 07:00:00 GMT",https://news.google.com/rss/articles/CBMiY2h0dHBzOi8vYWJjbmV3cy5nby5jb20vUG9saXRpY3MvZG9uYWxkLXRydW1wLW1ha2UtMjAyMC1waXRjaC1oYW1wc2hpcmUtc3RhdGUtbG9zdC9zdG9yeT9pZD02NDk3NDM2NNIBZ2h0dHBzOi8vYWJjbmV3cy5nby5jb20vYW1wL1BvbGl0aWNzL2RvbmFsZC10cnVtcC1tYWtlLTIwMjAtcGl0Y2gtaGFtcHNoaXJlLXN0YXRlLWxvc3Qvc3Rvcnk_aWQ9NjQ5NzQzNjQ?oc=5&hl=en-US&gl=US&ceid=US:en,ABC News
Trump Highlights Growth at Economic Club of New York Speech - Bloomberg,Trump Highlights Growth at Economic Club of New York Speech  Bloomberg,"Tue, 12 Nov 2019 08:00:00 GMT",https://news.google.com/rss/articles/CBMic2h0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDE5LTExLTEyL3RydW1wLXB1dHMtZWNvbm9taWMtZ3Jvd3RoLWF0LWNlbnRlci1vZi1oaXMtMjAyMC1yZS1lbGVjdGlvbi1iaWTSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,Bloomberg
5 economic powers Trump can use - Marketplace,5 economic powers Trump can use  Marketplace,"Mon, 09 Sep 2019 07:00:00 GMT",https://news.google.com/rss/articles/CBMiXGh0dHBzOi8vd3d3Lm1hcmtldHBsYWNlLm9yZy8yMDE5LzA5LzA5L3doYXQtZWNvbm9taWMtcG93ZXJzLWRvZXMtdHJ1bXAtaGF2ZS1hdC1oaXMtZGlzcG9zYWwv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,Marketplace
